Epoch	U40	U12uncal	U23uncal	U34uncal	U1uncal	U2uncal	U3uncal	Corrections1	Corrections2	Corrections3	U1regcal	U2regcal	U3regcal	U1cal	U2cal	U3cal	U12regcal	U23regcal	U34regcal	U12cal	U23cal	U34cal	Ex	Ey	Ez	Exreg	Eyreg	Ezreg
2024-08-20 21:00:00	0.401178	-0.603719	0.201210	-0.119829	0.923516	0.319797	0.521008	-0.548340	0.050187	-0.141875	0.361038	0.295016	0.254109	0.375177	0.369984	0.379133	-0.066022	-0.040906	0.147069	-0.005193	0.009149	0.022045	0.005024	-0.001498	0.001279	0.008099	-0.012992	-0.005719
2024-08-20 21:00:00.262000	0.425432	-0.598739	0.199401	-0.104422	0.929191	0.330452	0.529854	-0.548375	0.050161	-0.141915	0.366713	0.305671	0.262955	0.380816	0.380614	0.387939	-0.061042	-0.042716	0.162477	-0.000202	0.007325	0.037493	0.008559	-0.001316	0.001024	0.011628	-0.012811	-0.005972
2024-08-20 21:00:00.524000	0.410124	-0.597946	0.199943	-0.111175	0.919302	0.321356	0.521299	-0.548411	0.050136	-0.141954	0.356824	0.296575	0.254401	0.370891	0.371492	0.379345	-0.060249	-0.042174	0.155724	0.000601	0.007853	0.030780	0.007522	-0.001000	0.001098	0.010584	-0.012495	-0.005896
2024-08-20 21:00:00.786000	0.417381	-0.600248	0.195942	-0.106064	0.927751	0.327503	0.523445	-0.548447	0.050110	-0.141994	0.365272	0.302721	0.256546	0.379303	0.377613	0.381451	-0.062551	-0.046175	0.160834	-0.001690	0.003838	0.035930	0.007313	-0.001423	0.000537	0.010368	-0.012918	-0.006455
2024-08-20 21:00:01.048000	0.414200	-0.596957	0.197080	-0.105289	0.919365	0.322408	0.519488	-0.548483	0.050085	-0.142034	0.356887	0.297626	0.252590	0.370882	0.372493	0.377454	-0.059260	-0.045037	0.161610	0.001611	0.004961	0.036746	0.008297	-0.001026	0.000694	0.011345	-0.012522	-0.006296
2024-08-20 21:00:01.311000	0.413504	-0.598461	0.204212	-0.113974	0.921726	0.323265	0.527478	-0.548519	0.050059	-0.142074	0.359248	0.298484	0.260579	0.373207	0.373324	0.385403	-0.060764	-0.037905	0.152925	0.000117	0.012079	0.028101	0.007731	-0.001025	0.001689	0.010773	-0.012521	-0.005299
2024-08-20 21:00:01.573000	0.402769	-0.604188	0.203258	-0.123977	0.927675	0.323487	0.526746	-0.548555	0.050034	-0.142114	0.365197	0.298706	0.259847	0.379120	0.373521	0.384631	-0.066491	-0.038859	0.142922	-0.005599	0.011110	0.018138	0.004577	-0.001448	0.001553	0.007611	-0.012944	-0.005432
2024-08-20 21:00:01.835000	0.405950	-0.597719	0.195410	-0.108376	0.916635	0.318915	0.514326	-0.548591	0.050008	-0.142154	0.354156	0.294134	0.247427	0.368044	0.368923	0.372172	-0.060023	-0.046706	0.158522	0.000880	0.003248	0.033778	0.007263	-0.001008	0.000454	0.010291	-0.012504	-0.006530
2024-08-20 21:00:02.097000	0.399489	-0.604831	0.203745	-0.126213	0.926787	0.321956	0.525701	-0.548627	0.049982	-0.142194	0.364309	0.297174	0.258803	0.378160	0.371938	0.383507	-0.067135	-0.038372	0.140686	-0.006222	0.011568	0.015982	0.004136	-0.001465	0.001617	0.007157	-0.012962	-0.005364
2024-08-20 21:00:02.359000	0.401675	-0.599094	0.198159	-0.117614	0.920225	0.321130	0.519289	-0.548663	0.049957	-0.142235	0.357746	0.296349	0.252391	0.371562	0.371087	0.377055	-0.061398	-0.043958	0.149285	-0.000474	0.005968	0.024621	0.005779	-0.000922	0.000834	0.008794	-0.012419	-0.006145
2024-08-20 21:00:02.621000	0.405552	-0.603395	0.198020	-0.113573	0.924500	0.321105	0.519125	-0.548699	0.049931	-0.142275	0.362022	0.296324	0.252227	0.375801	0.371036	0.376850	-0.065698	-0.044097	0.153325	-0.004764	0.005814	0.028702	0.005738	-0.001618	0.000813	0.008745	-0.013115	-0.006165
2024-08-20 21:00:02.883000	0.406049	-0.603529	0.203745	-0.126035	0.931867	0.328339	0.532084	-0.548735	0.049905	-0.142315	0.369389	0.303557	0.265186	0.383132	0.378244	0.389769	-0.065832	-0.038372	0.140863	-0.004888	0.011525	0.016280	0.004432	-0.001298	0.001611	0.007433	-0.012796	-0.005364
2024-08-20 21:00:03.146000	0.404061	-0.603709	0.203715	-0.122537	0.926591	0.322883	0.526598	-0.548772	0.049880	-0.142355	0.364113	0.298101	0.259699	0.377820	0.372762	0.384242	-0.066012	-0.038402	0.144362	-0.005058	0.011480	0.019819	0.005070	-0.001434	0.001605	0.008064	-0.012932	-0.005369
2024-08-20 21:00:03.408000	0.398495	-0.606165	0.203606	-0.125270	0.926323	0.320158	0.523764	-0.548808	0.049854	-0.142396	0.363845	0.295377	0.256866	0.377516	0.370012	0.381369	-0.068469	-0.038511	0.141629	-0.007504	0.011357	0.017126	0.004077	-0.001669	0.001588	0.007064	-0.013167	-0.005384
2024-08-20 21:00:03.670000	0.403564	-0.602741	0.197731	-0.116955	0.925528	0.322787	0.520519	-0.548844	0.049828	-0.142436	0.363049	0.298006	0.253620	0.376684	0.372615	0.378083	-0.065044	-0.044385	0.149944	-0.004069	0.005467	0.025481	0.005183	-0.001419	0.000764	0.008163	-0.012917	-0.006205
2024-08-20 21:00:03.932000	0.403465	-0.605372	0.199670	-0.120174	0.929341	0.323969	0.523639	-0.548880	0.049802	-0.142476	0.366863	0.299187	0.256740	0.380461	0.373771	0.381162	-0.067675	-0.042447	0.146724	-0.006690	0.007391	0.022302	0.004458	-0.001684	0.001033	0.007431	-0.013182	-0.005934
2024-08-20 21:00:04.194000	0.415989	-0.595896	0.199287	-0.108752	0.921350	0.325453	0.524741	-0.548916	0.049776	-0.142517	0.358871	0.300672	0.257842	0.372433	0.375230	0.382224	-0.058199	-0.042830	0.158147	0.002796	0.006994	0.033765	0.008336	-0.000796	0.000978	0.011302	-0.012295	-0.005988
2024-08-20 21:00:04.456000	0.418176	-0.599645	0.197264	-0.102515	0.923072	0.323427	0.520691	-0.548952	0.049751	-0.142557	0.360594	0.298645	0.253793	0.374120	0.373178	0.378134	-0.061949	-0.044853	0.164383	-0.000942	0.004956	0.040042	0.008455	-0.001469	0.000693	0.011414	-0.012968	-0.006270
2024-08-20 21:00:04.718000	0.406447	-0.608781	0.200718	-0.120265	0.934775	0.325994	0.526712	-0.548989	0.049725	-0.142598	0.372297	0.301212	0.259814	0.385787	0.375718	0.384114	-0.071085	-0.041399	0.146633	-0.010068	0.008396	0.022332	0.004031	-0.002142	0.001174	0.006984	-0.013641	-0.005788
2024-08-20 21:00:04.981000	0.414299	-0.593641	0.191718	-0.107940	0.924162	0.330522	0.522239	-0.549025	0.049699	-0.142639	0.361684	0.305740	0.255341	0.375137	0.380220	0.379601	-0.055944	-0.050399	0.158958	0.005083	-0.000619	0.034698	0.007474	-0.000439	-0.000087	0.010420	-0.011939	-0.007046
2024-08-20 21:00:05.243000	0.411118	-0.595474	0.196504	-0.107443	0.917532	0.322058	0.518562	-0.549061	0.049673	-0.142679	0.355054	0.297276	0.251663	0.368471	0.371731	0.375883	-0.057777	-0.045613	0.159455	0.003260	0.004152	0.035236	0.008157	-0.000751	0.000580	0.011096	-0.012250	-0.006377
2024-08-20 21:00:05.505000	0.406944	-0.603585	0.200629	-0.115981	0.925881	0.322296	0.522925	-0.549098	0.049647	-0.142720	0.363403	0.297514	0.256026	0.376784	0.371943	0.380205	-0.065888	-0.041488	0.150917	-0.004841	0.008262	0.026738	0.005818	-0.001592	0.001155	0.008750	-0.013092	-0.005800
2024-08-20 21:00:05.767000	0.410224	-0.601808	0.200137	-0.115272	0.927167	0.325358	0.525495	-0.549134	0.049621	-0.142760	0.364688	0.300577	0.258597	0.378033	0.374979	0.382735	-0.064112	-0.041980	0.151627	-0.003054	0.007756	0.027489	0.006195	-0.001375	0.001084	0.009121	-0.012875	-0.005869
2024-08-20 21:00:06.029000	0.421854	-0.597858	0.200127	-0.106343	0.925928	0.328070	0.528197	-0.549170	0.049595	-0.142801	0.363450	0.303288	0.261298	0.376758	0.377665	0.385396	-0.060162	-0.041990	0.160555	0.000907	0.007731	0.036458	0.008644	-0.001141	0.001081	0.011562	-0.012641	-0.005870
2024-08-20 21:00:06.291000	0.409329	-0.601535	0.202647	-0.116889	0.925107	0.323571	0.526218	-0.549207	0.049569	-0.142842	0.362628	0.298790	0.259319	0.375900	0.373140	0.383376	-0.063839	-0.039470	0.150010	-0.002760	0.010236	0.025953	0.006432	-0.001315	0.001431	0.009344	-0.012815	-0.005518
2024-08-20 21:00:06.553000	0.406049	-0.602365	0.201310	-0.121279	0.928383	0.326019	0.527328	-0.549243	0.049543	-0.142883	0.365905	0.301237	0.260430	0.379140	0.375562	0.384446	-0.064668	-0.040807	0.145619	-0.003579	0.008884	0.021603	0.005187	-0.001268	0.001242	0.008091	-0.012768	-0.005705
2024-08-20 21:00:06.816000	0.404260	-0.600763	0.195843	-0.119049	0.928229	0.327466	0.523308	-0.549279	0.049517	-0.142924	0.365750	0.302684	0.256410	0.378949	0.376982	0.380385	-0.063066	-0.046274	0.147850	-0.001967	0.003402	0.023875	0.004867	-0.001067	0.000476	0.007764	-0.012567	-0.006469
2024-08-20 21:00:07.078000	0.409826	-0.595690	0.201022	-0.115708	0.920202	0.324512	0.525534	-0.549316	0.049491	-0.142965	0.357724	0.299731	0.258635	0.370887	0.374003	0.382569	-0.057993	-0.041095	0.151191	0.003116	0.008566	0.027257	0.007450	-0.000562	0.001198	0.010340	-0.012063	-0.005745
2024-08-20 21:00:07.340000	0.413603	-0.597755	0.201712	-0.116017	0.925663	0.327908	0.529620	-0.549352	0.049465	-0.143006	0.363185	0.303126	0.262722	0.376311	0.377372	0.386615	-0.060059	-0.040405	0.150882	0.001061	0.009242	0.026989	0.007148	-0.000832	0.001292	0.010031	-0.012334	-0.005649
2024-08-20 21:00:07.602000	0.400483	-0.594943	0.196941	-0.116154	0.914639	0.319695	0.516636	-0.549389	0.049438	-0.143047	0.352160	0.294913	0.249738	0.365250	0.369133	0.373590	-0.057247	-0.045176	0.150745	0.003884	0.004456	0.026893	0.006732	-0.000403	0.000623	0.009608	-0.011905	-0.006316
2024-08-20 21:00:07.864000	0.415591	-0.596545	0.194635	-0.102353	0.919855	0.323309	0.517945	-0.549425	0.049412	-0.143088	0.357376	0.298528	0.251046	0.370429	0.372722	0.374857	-0.058848	-0.047482	0.164545	0.002292	0.002135	0.040735	0.008644	-0.001033	0.000299	0.011514	-0.012535	-0.006638
2024-08-20 21:00:08.126000	0.407739	-0.597225	0.194083	-0.112088	0.922968	0.325743	0.519826	-0.549462	0.049386	-0.143129	0.360489	0.300961	0.252928	0.373506	0.375129	0.376698	-0.059528	-0.048033	0.154811	0.001623	0.001569	0.031041	0.006553	-0.000803	0.000219	0.009416	-0.012305	-0.006715
2024-08-20 21:00:08.388000	0.405950	-0.598698	0.196360	-0.113832	0.922119	0.323422	0.519781	-0.549498	0.049360	-0.143170	0.359641	0.298640	0.252883	0.372621	0.372781	0.376611	-0.061001	-0.045757	0.153067	0.000160	0.003830	0.029338	0.006390	-0.000966	0.000535	0.009246	-0.012468	-0.006397
2024-08-20 21:00:08.651000	0.399190	-0.597034	0.194416	-0.111895	0.913703	0.316669	0.511085	-0.549535	0.049333	-0.143211	0.351225	0.291887	0.244187	0.364168	0.366002	0.367874	-0.059338	-0.047700	0.155004	0.001834	0.001872	0.031316	0.006703	-0.000787	0.000262	0.009552	-0.012289	-0.006669
2024-08-20 21:00:08.913000	0.395016	-0.600995	0.201061	-0.124671	0.919620	0.318626	0.519687	-0.549571	0.049307	-0.143252	0.357142	0.293844	0.252788	0.370049	0.367933	0.376434	-0.063298	-0.041056	0.142227	-0.002116	0.008502	0.018581	0.004805	-0.000973	0.001189	0.007647	-0.012475	-0.005740
2024-08-20 21:00:09.175000	0.409230	-0.595659	0.192384	-0.107722	0.920228	0.324568	0.516952	-0.549608	0.049281	-0.143294	0.357749	0.299787	0.250054	0.370620	0.373849	0.373658	-0.057963	-0.049733	0.159176	0.003230	-0.000191	0.035571	0.007380	-0.000717	-0.000027	0.010216	-0.012220	-0.006953
2024-08-20 21:00:09.437000	0.394121	-0.606361	0.204595	-0.129057	0.924944	0.318583	0.523178	-0.549645	0.049255	-0.143335	0.362465	0.293801	0.256279	0.375299	0.367837	0.379843	-0.068664	-0.037522	0.137842	-0.007462	0.012005	0.014278	0.003664	-0.001579	0.001678	0.006492	-0.013082	-0.005246
2024-08-20 21:00:09.699000	0.399787	-0.597462	0.192826	-0.106830	0.911253	0.313791	0.506617	-0.549681	0.049228	-0.143376	0.348774	0.289009	0.239718	0.361571	0.363019	0.363240	-0.059765	-0.049291	0.160069	0.001448	0.000221	0.036546	0.007317	-0.000988	0.000031	0.010138	-0.012491	-0.006891
2024-08-20 21:00:09.961000	0.388753	-0.593311	0.189700	-0.109679	0.902044	0.308733	0.498433	-0.549718	0.049202	-0.143418	0.339565	0.283951	0.231534	0.352326	0.357935	0.355015	-0.055614	-0.052417	0.157219	0.005609	-0.002920	0.033738	0.006945	-0.000313	-0.000408	0.009759	-0.011816	-0.007328
2024-08-20 21:00:10.223000	0.407540	-0.582836	0.188776	-0.094307	0.895907	0.313072	0.501847	-0.549755	0.049176	-0.143459	0.333429	0.288290	0.234949	0.346153	0.362247	0.358388	-0.045139	-0.053341	0.172591	0.016094	-0.003859	0.049152	0.011661	0.000585	-0.000540	0.014468	-0.010918	-0.007457
2024-08-20 21:00:10.486000	0.396606	-0.579272	0.177166	-0.091189	0.889901	0.310629	0.487795	-0.549791	0.049149	-0.143501	0.327423	0.285848	0.220896	0.340110	0.359778	0.344294	-0.041575	-0.064951	0.175710	0.019668	-0.015484	0.052312	0.010693	0.001085	-0.002165	0.013494	-0.010418	-0.009080
2024-08-20 21:00:10.748000	0.390543	-0.583212	0.188075	-0.105268	0.890948	0.307736	0.495811	-0.549828	0.049123	-0.143542	0.328470	0.282955	0.228912	0.341120	0.356859	0.352269	-0.045515	-0.054042	0.161630	0.015739	-0.004590	0.038274	0.009369	0.000897	-0.000642	0.012163	-0.010607	-0.007555
2024-08-20 21:00:11.010000	0.400980	-0.577583	0.184954	-0.093587	0.887196	0.309613	0.494567	-0.549865	0.049096	-0.143584	0.324718	0.284832	0.227668	0.337331	0.358709	0.350983	-0.039886	-0.057163	0.173311	0.021378	-0.007727	0.049997	0.012058	0.001299	-0.001080	0.014844	-0.010205	-0.007991
2024-08-20 21:00:11.272000	0.398196	-0.575482	0.185520	-0.095671	0.883829	0.308347	0.493867	-0.549902	0.049070	-0.143626	0.321350	0.283566	0.226969	0.333927	0.357417	0.350242	-0.037785	-0.056597	0.171228	0.023490	-0.007175	0.047955	0.012163	0.001637	-0.001003	0.014943	-0.009867	-0.007912
2024-08-20 21:00:11.534000	0.401675	-0.574153	0.177335	-0.085267	0.883761	0.309608	0.486943	-0.549938	0.049043	-0.143667	0.321283	0.284826	0.220044	0.333823	0.358651	0.343275	-0.036456	-0.064782	0.181631	0.024829	-0.015376	0.058400	0.012837	0.001569	-0.002150	0.015609	-0.009935	-0.009057
2024-08-20 21:00:11.796000	0.393028	-0.579833	0.181957	-0.099914	0.890819	0.310985	0.492942	-0.549975	0.049017	-0.143709	0.328340	0.286204	0.226044	0.340844	0.360002	0.349233	-0.042137	-0.060160	0.166984	0.019158	-0.010769	0.043795	0.009873	0.001239	-0.001505	0.012638	-0.010265	-0.008410
2024-08-20 21:00:12.058000	0.387660	-0.583861	0.184760	-0.106222	0.892982	0.309122	0.493882	-0.550012	0.048990	-0.143751	0.330504	0.284340	0.226983	0.342970	0.358112	0.350131	-0.046164	-0.057357	0.160677	0.015141	-0.007981	0.037529	0.008464	0.000880	-0.001116	0.011222	-0.010625	-0.008019
2024-08-20 21:00:12.321000	0.408832	-0.573355	0.180466	-0.082448	0.884170	0.310815	0.491281	-0.550049	0.048963	-0.143793	0.321691	0.286033	0.224382	0.334120	0.359778	0.347488	-0.035658	-0.061651	0.184450	0.025658	-0.012290	0.061344	0.014148	0.001549	-0.001718	0.016900	-0.009956	-0.008619
2024-08-20 21:00:12.583000	0.412311	-0.577042	0.184854	-0.085475	0.889974	0.312932	0.497786	-0.550086	0.048937	-0.143835	0.327496	0.288151	0.230888	0.339888	0.361869	0.353952	-0.039345	-0.057263	0.181423	0.021980	-0.007917	0.058359	0.013736	0.001111	-0.001107	0.016480	-0.010394	-0.008005
2024-08-20 21:00:12.845000	0.396705	-0.575847	0.182976	-0.094525	0.884102	0.308255	0.491230	-0.550123	0.048910	-0.143876	0.321624	0.283473	0.224332	0.333979	0.357165	0.347354	-0.038151	-0.059141	0.172373	0.023186	-0.009811	0.049351	0.011868	0.001581	-0.001372	0.014606	-0.009924	-0.008268
2024-08-20 21:00:13.107000	0.406645	-0.578072	0.184422	-0.089932	0.890227	0.312155	0.496577	-0.550160	0.048883	-0.143918	0.327749	0.287374	0.229678	0.340068	0.361039	0.352659	-0.040375	-0.057695	0.176967	0.020971	-0.008380	0.053987	0.012622	0.001124	-0.001172	0.015352	-0.010382	-0.008066
2024-08-20 21:00:13.369000	0.389151	-0.586848	0.186768	-0.104665	0.893896	0.307048	0.493816	-0.550197	0.048857	-0.143960	0.331418	0.282267	0.226918	0.343699	0.355905	0.349856	-0.049151	-0.055349	0.162233	0.012206	-0.006049	0.039295	0.008630	0.000414	-0.000846	0.011354	-0.011092	-0.007738
2024-08-20 21:00:13.631000	0.398892	-0.582547	0.182011	-0.095544	0.894972	0.312425	0.494436	-0.550234	0.048830	-0.144002	0.332494	0.287643	0.227538	0.344739	0.361255	0.350434	-0.044851	-0.060106	0.171354	0.016516	-0.010821	0.048458	0.010267	0.000741	-0.001513	0.012984	-0.010765	-0.008403
2024-08-20 21:00:13.893000	0.385473	-0.578149	0.182493	-0.101248	0.882377	0.304228	0.486721	-0.550271	0.048803	-0.144044	0.319899	0.279446	0.219823	0.332106	0.353031	0.342677	-0.040453	-0.059624	0.165651	0.020924	-0.010354	0.042797	0.010088	0.001500	-0.001448	0.012798	-0.010006	-0.008335
2024-08-20 21:00:14.156000	0.383883	-0.584819	0.181594	-0.102475	0.889582	0.304764	0.486358	-0.550308	0.048776	-0.144087	0.327104	0.279982	0.219459	0.339275	0.353540	0.342271	-0.047122	-0.060523	0.164424	0.014265	-0.011269	0.041612	0.008452	0.000669	-0.001575	0.011154	-0.010837	-0.008461
2024-08-20 21:00:14.418000	0.381994	-0.559007	0.167723	-0.088436	0.861714	0.302708	0.470430	-0.550345	0.048749	-0.144129	0.299236	0.277926	0.203532	0.311370	0.351457	0.326301	-0.021310	-0.074394	0.178463	0.040087	-0.025156	0.055693	0.013263	0.003780	-0.003517	0.015959	-0.007726	-0.010400
2024-08-20 21:00:14.680000	0.382094	-0.550453	0.167037	-0.084345	0.849854	0.299401	0.466438	-0.550382	0.048723	-0.144171	0.287376	0.274620	0.199540	0.299472	0.348124	0.322267	-0.012756	-0.075080	0.182554	0.048652	-0.025857	0.059827	0.015507	0.004785	-0.003615	0.018195	-0.006721	-0.010496
2024-08-20 21:00:14.942000	0.369768	-0.553223	0.165899	-0.090677	0.847770	0.294546	0.460445	-0.550419	0.048696	-0.144213	0.285291	0.269765	0.193546	0.297351	0.343242	0.316232	-0.015527	-0.076218	0.176222	0.045891	-0.027011	0.053536	0.013568	0.004636	-0.003776	0.016249	-0.006870	-0.010655
2024-08-20 21:00:15.204000	0.391537	-0.548604	0.166614	-0.080076	0.853602	0.304998	0.471612	-0.550456	0.048669	-0.144256	0.291123	0.280216	0.204714	0.303146	0.353667	0.327357	-0.010907	-0.075503	0.186823	0.050521	-0.026310	0.064180	0.016600	0.004897	-0.003678	0.019275	-0.006610	-0.010555
2024-08-20 21:00:15.466000	0.384877	-0.546945	0.161093	-0.078479	0.849208	0.302263	0.463355	-0.550493	0.048642	-0.144298	0.286730	0.277481	0.196457	0.298715	0.350905	0.319057	-0.009249	-0.081024	0.188420	0.052189	-0.031847	0.065819	0.016159	0.005126	-0.004452	0.018826	-0.006380	-0.011327
2024-08-20 21:00:15.728000	0.383883	-0.545818	0.163066	-0.079705	0.846340	0.300523	0.463588	-0.550530	0.048615	-0.144340	0.283862	0.275741	0.196690	0.295810	0.349138	0.319248	-0.008121	-0.079051	0.187193	0.053328	-0.029890	0.064635	0.016519	0.005293	-0.004179	0.019179	-0.006214	-0.011051
2024-08-20 21:00:15.991000	0.393326	-0.548851	0.166227	-0.075284	0.851235	0.302384	0.468610	-0.550567	0.048588	-0.144383	0.288756	0.277602	0.201712	0.300667	0.350972	0.324227	-0.011154	-0.075890	0.191614	0.050304	-0.026744	0.069099	0.017420	0.004715	-0.003739	0.020073	-0.006792	-0.010609
2024-08-20 21:00:16.253000	0.385473	-0.552595	0.163573	-0.080785	0.855281	0.302686	0.466259	-0.550604	0.048561	-0.144425	0.292803	0.277904	0.199360	0.304676	0.351247	0.321833	-0.014898	-0.078544	0.186113	0.046571	-0.029414	0.063640	0.015168	0.004428	-0.004112	0.017815	-0.007080	-0.010980
2024-08-20 21:00:16.515000	0.392034	-0.548877	0.163935	-0.076511	0.853486	0.304610	0.468545	-0.550642	0.048534	-0.144468	0.291008	0.279828	0.201646	0.302845	0.353144	0.324077	-0.011180	-0.078181	0.190387	0.050299	-0.029067	0.067957	0.016753	0.004777	-0.004064	0.019392	-0.006731	-0.010930
2024-08-20 21:00:16.777000	0.404359	-0.548346	0.158722	-0.062685	0.856669	0.308323	0.467045	-0.550679	0.048507	-0.144511	0.294191	0.283541	0.200146	0.305990	0.356830	0.322534	-0.010650	-0.083395	0.204213	0.050840	-0.034296	0.081825	0.018506	0.004460	-0.004795	0.021138	-0.007047	-0.011659
2024-08-20 21:00:17.039000	0.369768	-0.558471	0.168483	-0.097684	0.857440	0.298969	0.467452	-0.550716	0.048480	-0.144553	0.294961	0.274187	0.200553	0.306724	0.347449	0.322899	-0.020774	-0.073634	0.169215	0.040725	-0.024550	0.046869	0.011806	0.004141	-0.003432	0.014431	-0.007366	-0.010294
2024-08-20 21:00:17.301000	0.399091	-0.551843	0.165993	-0.071462	0.856403	0.304560	0.470553	-0.550753	0.048453	-0.144596	0.293924	0.279778	0.203654	0.305649	0.353012	0.325957	-0.014146	-0.076124	0.195437	0.047363	-0.027056	0.073134	0.017589	0.004200	-0.003782	0.020207	-0.007308	-0.010642
2024-08-20 21:00:17.563000	0.383485	-0.554907	0.170416	-0.087174	0.855150	0.300242	0.470659	-0.550791	0.048426	-0.144639	0.292671	0.275461	0.203760	0.304359	0.348668	0.326020	-0.017211	-0.071701	0.179725	0.044309	-0.022648	0.057465	0.014867	0.004252	-0.003166	0.017478	-0.007256	-0.010024
2024-08-20 21:00:17.826000	0.382789	-0.555680	0.162678	-0.082803	0.858594	0.302915	0.465593	-0.550828	0.048399	-0.144681	0.296116	0.278133	0.198694	0.307766	0.351313	0.320911	-0.017983	-0.079439	0.184095	0.043547	-0.030402	0.061878	0.014081	0.004096	-0.004250	0.016685	-0.007412	-0.011106
2024-08-20 21:00:18.088000	0.386567	-0.542120	0.156933	-0.070777	0.842531	0.300411	0.457344	-0.550865	0.048371	-0.144724	0.280053	0.275629	0.190445	0.291666	0.348782	0.312620	-0.004423	-0.085184	0.196121	0.057117	-0.036163	0.073947	0.017800	0.005563	-0.005056	0.020396	-0.005945	-0.011909
2024-08-20 21:00:18.350000	0.384380	-0.552374	0.166927	-0.086307	0.856133	0.303759	0.470686	-0.550903	0.048344	-0.144767	0.293654	0.278977	0.203788	0.305230	0.352103	0.325919	-0.014677	-0.075190	0.180592	0.046873	-0.026184	0.058461	0.014853	0.004598	-0.003661	0.017442	-0.006910	-0.010511
2024-08-20 21:00:18.612000	0.405353	-0.548454	0.160243	-0.062336	0.855901	0.307446	0.467689	-0.550940	0.048317	-0.144810	0.293422	0.282664	0.200790	0.304960	0.355763	0.322879	-0.010758	-0.081874	0.204563	0.050803	-0.032884	0.082474	0.018895	0.004419	-0.004597	0.021478	-0.007090	-0.011446
2024-08-20 21:00:18.874000	0.381000	-0.555623	0.164596	-0.086722	0.858749	0.303126	0.467723	-0.550977	0.048290	-0.144853	0.296271	0.278344	0.200824	0.307772	0.351416	0.322870	-0.017926	-0.077520	0.180176	0.043644	-0.028546	0.058131	0.013737	0.004209	-0.003991	0.016313	-0.007300	-0.010837
2024-08-20 21:00:19.136000	0.381398	-0.558327	0.170710	-0.091524	0.860539	0.302212	0.472921	-0.551015	0.048262	-0.144896	0.298060	0.277430	0.206023	0.309524	0.350474	0.328026	-0.020630	-0.071407	0.175375	0.040950	-0.022449	0.053372	0.013499	0.003938	-0.003138	0.016067	-0.007570	-0.009983
2024-08-20 21:00:19.398000	0.400781	-0.547157	0.162534	-0.067816	0.853220	0.306063	0.468597	-0.551052	0.048235	-0.144939	0.290741	0.281282	0.201699	0.302168	0.354298	0.323658	-0.009460	-0.079583	0.199082	0.052131	-0.030640	0.077123	0.018547	0.004741	-0.004283	0.021108	-0.006768	-0.011126
2024-08-20 21:00:19.661000	0.378217	-0.557508	0.164810	-0.088096	0.859011	0.301503	0.466313	-0.551090	0.048208	-0.144982	0.296533	0.276722	0.199415	0.307921	0.349711	0.321331	-0.019811	-0.077307	0.178802	0.041789	-0.028380	0.056886	0.013187	0.004002	-0.003967	0.015741	-0.007507	-0.010807
2024-08-20 21:00:19.923000	0.389449	-0.552065	0.162102	-0.077530	0.856943	0.304878	0.466980	-0.551127	0.048180	-0.145025	0.294464	0.280096	0.200081	0.305815	0.353058	0.321954	-0.014368	-0.080015	0.189368	0.047243	-0.031104	0.067495	0.015707	0.004411	-0.004348	0.018254	-0.007098	-0.011186
2024-08-20 21:00:20.185000	0.384678	-0.551045	0.164109	-0.078945	0.850558	0.299514	0.463623	-0.551165	0.048153	-0.145068	0.288080	0.274732	0.196724	0.299394	0.347667	0.318554	-0.013348	-0.078008	0.187954	0.048273	-0.029112	0.066124	0.016018	0.004569	-0.004070	0.018558	-0.006940	-0.010905
2024-08-20 21:00:20.447000	0.375931	-0.553960	0.163110	-0.087305	0.854086	0.300126	0.463236	-0.551202	0.048126	-0.145112	0.291607	0.275344	0.196338	0.302883	0.348251	0.318124	-0.016263	-0.079007	0.179593	0.045368	-0.030127	0.057806	0.013690	0.004465	-0.004212	0.016223	-0.007045	-0.011045
2024-08-20 21:00:20.709000	0.380702	-0.549783	0.163702	-0.083827	0.850611	0.300828	0.464529	-0.551240	0.048098	-0.145155	0.288132	0.276046	0.197631	0.299371	0.348926	0.319374	-0.012086	-0.078415	0.183071	0.049555	-0.029551	0.061328	0.015251	0.004897	-0.004131	0.017777	-0.006612	-0.010962
2024-08-20 21:00:20.971000	0.388356	-0.547409	0.157907	-0.072491	0.850349	0.302940	0.460847	-0.551277	0.048071	-0.145198	0.287870	0.278158	0.193948	0.299071	0.351011	0.315648	-0.009712	-0.084210	0.194408	0.051939	-0.035362	0.072707	0.016757	0.004911	-0.004944	0.019276	-0.006599	-0.011773
2024-08-20 21:00:21.233000	0.394618	-0.534709	0.147395	-0.055319	0.837251	0.302541	0.449937	-0.551315	0.048043	-0.145242	0.274772	0.277760	0.183038	0.285936	0.350585	0.304695	0.002988	-0.094722	0.211580	0.064649	-0.045890	0.089923	0.020387	0.006152	-0.006415	0.022898	-0.005358	-0.013242
2024-08-20 21:00:21.496000	0.396805	-0.543263	0.151794	-0.061737	0.850012	0.306748	0.458542	-0.551353	0.048016	-0.145285	0.287533	0.281967	0.191644	0.298659	0.354764	0.313257	-0.005566	-0.090323	0.205161	0.056105	-0.041507	0.083548	0.018425	0.005180	-0.005803	0.020929	-0.006329	-0.012627
